,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
197827,5657,1580,5,958828502,M,50,14,92026,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
210943,1170,1136,3,974861428,M,56,3,10023,Monty Python and the Holy Grail (1974),Comedy,False
874787,4169,1526,3,976589896,M,50,0,66048,Fathers' Day (1997),Comedy,False
596575,4367,748,5,965183329,M,35,0,52057,"Arrival, The (1996)",Action|Sci-Fi|Thriller,False
759595,2011,2352,5,974687790,F,35,3,01545,"Big Chill, The (1983)",Comedy|Drama,False
963497,1019,2240,4,975366379,M,35,1,60640,My Bodyguard (1980),Drama,False
720044,3285,429,1,968627744,M,25,4,44706,Cabin Boy (1994),Comedy,False
171027,1333,1784,5,974779295,M,25,17,06460,As Good As It Gets (1997),Comedy|Drama,False
78275,2190,2881,3,974606737,F,25,15,27603,Double Jeopardy (1999),Action|Thriller,False
753242,533,3424,2,976141549,M,25,12,27514,Do the Right Thing (1989),Comedy|Drama,False
636016,4342,2912,5,965230779,M,25,0,66614,"Limey, The (1999)",Action|Crime|Drama,False
10791,4050,594,4,966105620,M,35,6,60061,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,False
946839,1207,1995,1,974915503,M,50,0,43617,Poltergeist II: The Other Side (1986),Horror|Thriller,False
316633,1399,353,5,974766080,M,18,17,10804,"Crow, The (1994)",Action|Romance|Thriller,False
590874,1300,1982,5,974786696,M,1,10,97201,Halloween (1978),Horror,False
482285,5786,344,1,958268339,M,25,6,53211,Ace Ventura: Pet Detective (1994),Comedy,False
899654,1941,519,1,974853360,M,35,17,94550,Robocop 3 (1993),Sci-Fi|Thriller,False
207386,4260,2617,4,972109647,M,25,16,59079,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
918117,5153,2729,5,961971178,M,25,7,60046,Lolita (1962),Drama,False
405513,3047,3178,4,970184055,F,25,4,94117,"Hurricane, The (1999)",Drama,False
238811,1658,47,4,974711826,F,35,6,94214,Seven (Se7en) (1995),Crime|Thriller,False
57979,2854,608,5,972511464,F,18,4,64151,Fargo (1996),Crime|Drama|Thriller,False
584811,1496,1587,3,974751813,M,25,17,94108,Conan the Barbarian (1982),Action|Adventure,False
720927,2909,799,4,971883808,M,25,7,43228,"Frighteners, The (1996)",Comedy|Horror,False
621296,5663,2713,2,958770112,F,35,20,75093,Lake Placid (1999),Horror|Thriller,False
499355,5185,2423,3,963403004,F,35,4,44485,Christmas Vacation (1989),Comedy,False
514971,5283,2005,5,961165209,M,18,2,63138,"Goonies, The (1985)",Adventure|Children's|Fantasy,False
18890,5831,2687,4,957898975,M,25,1,92120,Tarzan (1999),Animation|Children's,False
461107,3547,2161,5,966912585,M,35,16,94108,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
803672,4682,2944,3,964566527,M,25,7,05346,"Dirty Dozen, The (1967)",Action|War,False
770142,4957,1285,4,962759563,M,25,2,48197,Heathers (1989),Comedy,False
134571,2918,1198,5,1000162753,M,25,12,98112,Raiders of the Lost Ark (1981),Action|Adventure,False
838337,1748,1964,4,974711070,M,50,1,04240,Klute (1971),Drama|Mystery,False
955805,830,2769,3,975367243,M,35,7,60657,"Yards, The (1999)",Crime|Mystery,False
988978,1017,1335,1,975012975,M,35,0,30906,Blood Beach (1981),Action|Horror,False
979839,1121,3810,5,1007755476,M,56,7,78701,White Sands (1992),Drama|Thriller,False
868589,3895,289,5,965785045,F,35,0,20723,Only You (1994),Comedy|Romance,False
574130,1688,3897,5,974707772,F,18,4,34243,Almost Famous (2000),Comedy|Drama,False
737033,4243,2808,3,965316880,M,56,7,32137,Universal Soldier (1992),Action|Sci-Fi,False
692295,1447,2644,3,981017522,M,18,4,80521,Dracula (1931),Horror,False
307426,4867,2759,4,962896597,M,25,16,04101,Dick (1999),Comedy,False
797192,5848,955,3,957782655,M,50,20,20009,Bringing Up Baby (1938),Comedy,False
702972,1794,1717,2,974708687,M,25,11,20878,Scream 2 (1997),Horror|Thriller,False
403329,2841,1356,4,982805796,M,50,12,98056,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,False
489778,2185,858,5,975363898,M,45,17,27502,"Godfather, The (1972)",Action|Crime|Drama,False
573794,651,3897,4,975709627,M,35,7,20895,Almost Famous (2000),Comedy|Drama,False
545007,3129,1302,3,969293586,M,25,7,21117,Field of Dreams (1989),Drama,False
544240,3401,3198,4,980118503,M,35,7,76109,Papillon (1973),Drama,False
906402,5911,3328,5,957369516,F,25,17,80301,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,False
239685,202,2700,2,976940049,M,18,4,53706,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,False
578332,5046,2641,4,962506963,M,25,16,60614,Superman II (1980),Action|Adventure|Sci-Fi,False
308408,1605,1885,4,974929524,F,18,0,28270,"Opposite of Sex, The (1998)",Comedy|Drama,False
397757,1184,1777,2,974853131,F,25,4,92354,"Wedding Singer, The (1998)",Comedy|Romance,False
142781,5570,2571,5,959541648,M,25,1,07666,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
559064,5111,3448,5,962334281,M,35,2,78006,"Good Morning, Vietnam (1987)",Comedy|Drama|War,False
674784,3391,2421,3,1046189116,M,18,4,48135,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,False
723250,3709,2416,3,966276788,M,25,12,89502,Back to School (1986),Comedy,False
795166,5221,922,5,961556563,F,56,1,96734,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,False
973047,1793,2504,3,974760365,M,25,4,20008,200 Cigarettes (1999),Comedy|Drama,False
47371,1271,260,5,974817920,F,45,6,54401,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
974314,4816,2587,3,965867718,F,45,6,04240,Life (1999),Comedy,False
598340,3716,1422,4,966264129,M,18,12,36115,Murder at 1600 (1997),Mystery|Thriller,False
65417,4726,2268,3,963991239,F,35,16,95828,"Few Good Men, A (1992)",Crime|Drama,False
476625,4611,1376,2,964152059,F,18,4,78705,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
370094,5614,1639,5,959204481,M,25,0,12833,Chasing Amy (1997),Drama|Romance,False
564919,594,342,3,975899174,F,56,13,60076,Muriel's Wedding (1994),Comedy|Romance,False
258449,4377,1912,3,965176783,M,25,0,32444,Out of Sight (1998),Action|Crime|Romance,False
870306,1470,489,3,974839678,M,18,4,94118,Made in America (1993),Comedy,False
722223,3752,3210,4,966120933,F,18,1,86314,Fast Times at Ridgemont High (1982),Comedy,False
784252,2607,381,4,973728594,F,56,0,48178,When a Man Loves a Woman (1994),Drama,False
743429,1614,2322,4,974730016,M,35,0,90027,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War,False
738470,3292,903,4,971020646,F,50,6,79410,Vertigo (1958),Mystery|Thriller,False
36809,5995,1907,5,957388111,F,35,1,14618,Mulan (1998),Animation|Children's,False
596327,971,748,3,975111392,M,25,12,43615,"Arrival, The (1996)",Action|Sci-Fi|Thriller,False
375020,2372,3252,4,974676167,F,45,7,01602,Scent of a Woman (1992),Drama,False
350830,4517,1573,3,964864064,F,18,1,48067,Face/Off (1997),Action|Sci-Fi|Thriller,False
302958,5074,3267,3,962471458,M,1,0,20132,"Mariachi, El (1992)",Action|Thriller,False
877937,338,1931,4,988168482,M,35,7,55116,Mutiny on the Bounty (1935),Adventure,False
715071,3205,185,3,968564905,F,35,16,80304,"Net, The (1995)",Sci-Fi|Thriller,False
729485,4041,2478,4,965714200,M,18,3,48005,Three Amigos! (1986),Comedy|Western,False
41250,4183,150,2,965330518,M,25,1,91730,Apollo 13 (1995),Drama,False
260393,4770,2716,4,963078174,F,35,7,10012,Ghostbusters (1984),Comedy|Horror,False
328613,2411,3501,3,974590683,F,35,14,01536,Murphy's Romance (1985),Comedy|Romance,False
673081,5264,1391,1,961255533,M,18,4,15217,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,False
927401,5468,2879,3,967830761,M,25,12,94618,Operation Condor (Feiying gaiwak) (1990),Action|Adventure|Comedy,False
957688,4647,117,3,1028448598,M,35,20,80222,"Young Poisoner's Handbook, The (1995)",Crime,False
241189,816,296,3,975468371,M,45,0,92108,Pulp Fiction (1994),Crime|Drama,False
576781,4305,3785,5,1010410688,F,45,17,27616,Scary Movie (2000),Comedy|Horror,False
69443,3578,2916,2,966792499,M,50,3,96714,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
767453,4354,3441,3,965193646,M,35,14,78611,Red Dawn (1984),Action|War,False
761443,5070,1663,4,962469779,M,25,2,55344,Stripes (1981),Comedy,False
222785,3768,1201,4,966273782,M,25,4,86314,"Good, The Bad and The Ugly, The (1966)",Action|Western,False
413717,5049,1446,4,1022687706,M,25,12,60613,Kolya (1996),Comedy,False
1519,5397,1193,5,960310825,M,18,0,60451,One Flew Over the Cuckoo's Nest (1975),Drama,False
448984,2162,2657,4,974615953,F,1,10,35810,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
982915,1930,2889,4,982435323,M,25,15,94550,"Mystery, Alaska (1999)",Comedy,False
456022,5100,2087,4,962409463,M,50,6,193122042,Peter Pan (1953),Animation|Children's|Fantasy|Musical,False
237793,1339,2058,2,974870268,M,35,18,85275,"Negotiator, The (1998)",Action|Thriller,False
310363,4861,348,5,971327875,M,25,4,04309,Bullets Over Broadway (1994),Comedy,False
840183,4422,3649,3,965118413,M,25,5,10463,American Gigolo (1980),Drama,False
611094,1616,70,2,974734133,M,25,0,16101,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,False
782911,1322,3152,5,974787365,M,56,0,94043,"Last Picture Show, The (1971)",Drama,False
337808,4430,838,3,965105100,F,25,0,94403,Emma (1996),Comedy|Drama|Romance,False
118080,3260,480,5,1019506551,M,25,4,44514,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
543157,3430,3194,4,969148550,F,45,1,15208,"Way We Were, The (1973)",Drama,False
680896,1465,2020,4,974763741,M,50,16,93003,Dangerous Liaisons (1988),Drama|Romance,False
899043,2259,290,4,974592028,F,56,16,70503,Once Were Warriors (1994),Crime|Drama,False
497726,957,3723,3,975129936,M,35,1,29706,Hamlet (1990),Drama,False
349728,5980,1997,2,956944089,M,56,1,42503,"Exorcist, The (1973)",Horror,False
745976,1899,2917,4,974693838,F,45,6,02135,Body Heat (1981),Crime|Thriller,False
880474,1203,2827,3,998233407,F,25,1,06417,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller,False
62563,3576,2194,3,966719873,M,50,7,68046,"Untouchables, The (1987)",Action|Crime|Drama,False
382360,5271,3481,3,961138084,F,25,0,94110,High Fidelity (2000),Comedy,False
968515,173,3470,5,990548010,M,25,0,45237,Dersu Uzala (1974),Adventure|Drama,False
338165,5220,1007,3,961551566,M,25,7,91436,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,False
473451,1899,1374,4,974777179,F,45,6,02135,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
187337,1687,2735,2,974712746,M,25,3,85013,"Golden Child, The (1986)",Action|Adventure|Comedy,False
19206,2909,2018,4,971976569,M,25,7,43228,Bambi (1942),Animation|Children's,False
849691,4362,3697,3,965187509,M,25,17,85016,Predator 2 (1990),Action|Sci-Fi|Thriller,False
614788,3921,628,5,965718551,M,25,14,95820,Primal Fear (1996),Drama|Thriller,False
195611,402,1580,4,976296070,M,25,11,55427,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
707485,2193,3000,5,974606781,M,1,10,41011,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation,False
602926,4447,2764,3,965172509,M,45,5,32953,"Thomas Crown Affair, The (1968)",Crime|Drama|Thriller,False
898944,4183,436,3,965331925,M,25,1,91730,Color of Night (1994),Drama|Thriller,False
316723,2172,353,5,974667956,M,18,20,60641,"Crow, The (1994)",Action|Romance|Thriller,False
913061,1951,3564,1,974700683,F,18,4,90630,"Flintstones in Viva Rock Vegas, The (2000)",Children's|Comedy,False
634253,235,3700,5,976772112,M,25,0,98153,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,False
562897,2411,3396,4,974589998,F,35,14,01536,"Muppet Movie, The (1979)",Children's|Comedy,False
747842,3989,45,3,965602721,M,50,12,30030,To Die For (1995),Comedy|Drama,False
319724,3224,3786,3,1023864636,F,25,14,93428,But I'm a Cheerleader (1999),Comedy,False
852950,4352,2772,4,965534105,M,18,4,11010,Detroit Rock City (1999),Comedy,False
458704,6016,2300,5,956779967,M,45,1,37209,"Producers, The (1968)",Comedy|Musical,False
484361,1775,924,4,974704999,M,25,4,70115,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
169180,5241,780,4,975268585,F,25,4,02138,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
930025,4327,2899,5,965245053,M,35,17,37221,Gulliver's Travels (1939),Adventure|Animation|Children's,False
277913,3147,3176,2,968964138,M,25,14,49355,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
757714,5111,2757,4,962334345,M,35,2,78006,Frances (1982),Drama,False
307652,1863,994,4,974697202,M,18,4,90048,Big Night (1996),Drama,False
514729,3308,2005,5,967975160,F,18,20,15701-1348,"Goonies, The (1985)",Adventure|Children's|Fantasy,False
341630,2170,1088,4,974612503,F,50,16,99114,Dirty Dancing (1987),Musical|Romance,False
930963,3727,3710,1,966218684,M,35,7,74401,Action Jackson (1988),Action|Comedy,False
491500,624,1025,4,976574886,M,25,1,75207,"Sword in the Stone, The (1963)",Animation|Children's,False
725218,5536,2794,2,959813143,M,25,16,67204,European Vacation (1985),Comedy,False
13846,984,938,4,975117725,M,50,16,92129,Gigi (1958),Musical,False
564764,4028,2306,4,966200886,M,25,4,02140,Holy Man (1998),Comedy,False
619296,2776,1672,2,973055923,M,25,14,22205,"Rainmaker, The (1997)",Drama,False
482459,2102,2252,2,974654544,M,25,11,48825,Hero (1992),Comedy|Drama,False
468611,4104,2746,4,965408608,M,18,16,42141,Little Shop of Horrors (1986),Comedy|Horror|Musical,False
221592,2841,3527,3,1004044670,M,50,12,98056,Predator (1987),Action|Sci-Fi|Thriller,False
644744,5129,1077,4,962134600,M,45,17,40515,Sleeper (1973),Comedy|Sci-Fi,False
383664,4510,2688,2,964991572,M,45,7,92503,"General's Daughter, The (1999)",Drama|Thriller,False
91894,5614,1544,3,964397421,M,25,0,12833,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
540833,5002,1080,4,962589772,M,25,17,90505,Monty Python's Life of Brian (1979),Comedy,False
327766,1880,364,4,974697677,M,35,0,91006,"Lion King, The (1994)",Animation|Children's|Musical,False
605468,5536,1396,3,959812407,M,25,16,67204,Sneakers (1992),Crime|Drama|Sci-Fi,False
543691,3183,2393,3,968729116,M,50,7,60510,Star Trek: Insurrection (1998),Action|Sci-Fi,False
72589,3925,1210,4,965709480,M,25,12,77042,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
753724,4458,3424,2,965095268,F,25,4,15701-2017,Do the Right Thing (1989),Comedy|Drama,False
973094,3681,2504,3,975389752,M,25,7,29662,200 Cigarettes (1999),Comedy|Drama,False
211224,2304,1136,5,974501816,M,45,12,94103,Monty Python and the Holy Grail (1974),Comedy,False
797915,190,1237,3,977026875,M,25,17,55125,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,False
658511,2453,2145,3,980727559,M,25,7,55429,Pretty in Pink (1986),Comedy|Drama|Romance,False
896847,411,2750,1,997066322,F,45,1,43214,Radio Days (1987),Comedy|Drama,False
491735,5574,1025,2,959296031,M,25,0,20878,"Sword in the Stone, The (1963)",Animation|Children's,False
124774,777,2353,3,975440585,M,18,19,87543,Enemy of the State (1998),Action|Thriller,False
242641,4898,296,5,962711991,M,25,1,27713,Pulp Fiction (1994),Crime|Drama,False
604782,1658,1396,4,974712815,F,35,6,94214,Sneakers (1992),Crime|Drama|Sci-Fi,False
710738,5491,1405,4,959815522,M,18,7,10016,Beavis and Butt-head Do America (1996),Animation|Comedy,False
652459,5131,2985,2,962132775,F,25,1,77707,Robocop (1987),Action|Crime|Sci-Fi,False
629317,4312,1779,2,965506141,M,25,18,78757,Sphere (1998),Adventure|Sci-Fi|Thriller,False
778757,934,1463,1,975184368,F,35,7,97401,That Old Feeling (1997),Comedy|Romance,False
191158,3327,2997,5,967871862,M,18,12,91423,Being John Malkovich (1999),Comedy,False
239676,163,2700,5,977373636,M,18,4,85013,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,False
253717,4592,3081,5,964303912,M,18,4,66044,Sleepy Hollow (1999),Horror|Romance,False
74180,2348,1687,3,974504197,M,50,12,06082,"Jackal, The (1997)",Action|Thriller,False
568968,5854,440,3,958272840,M,45,7,33135,Dave (1993),Comedy|Romance,False
556725,498,2710,3,976212285,M,35,17,55113,"Blair Witch Project, The (1999)",Horror,False
379818,1019,555,1,1032015130,M,35,1,60640,True Romance (1993),Action|Crime|Romance,False
423203,308,2054,3,976485129,M,25,2,10025,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,False
986260,4088,877,4,965433189,M,25,3,77057,Girls Town (1996),Drama,False
758467,2873,2915,2,972783217,F,18,4,64093,Risky Business (1983),Comedy,False
491671,4054,1025,4,965506850,M,35,3,68122,"Sword in the Stone, The (1963)",Animation|Children's,False
220383,3925,1387,4,965709665,M,25,12,77042,Jaws (1975),Action|Horror,False
7701,4745,1197,5,963248437,F,18,4,06268,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
282394,3437,2599,4,967326133,F,25,0,37203,Election (1999),Comedy,False
46437,4312,2692,4,967771182,M,25,18,78757,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance,False
637653,3792,1614,3,976298166,M,25,6,68108,In & Out (1997),Comedy,False
265799,1447,1704,4,981018817,M,18,4,80521,Good Will Hunting (1997),Drama,False
984611,216,3161,5,976868970,M,45,13,52761,Onegin (1999),Drama,False
859941,4508,1590,3,964981725,M,25,20,15701,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller,False
727307,5283,112,3,961165073,M,18,2,63138,Rumble in the Bronx (1995),Action|Adventure|Crime,False
173505,711,318,3,975621555,M,25,18,80521,"Shawshank Redemption, The (1994)",Drama,False
60078,5281,1246,5,961100240,M,25,2,90210,Dead Poets Society (1989),Drama,False
949967,3760,1128,3,966093811,M,50,0,55128,"Fog, The (1980)",Horror,False
164812,5555,1527,2,959460149,M,1,10,37830,"Fifth Element, The (1997)",Action|Sci-Fi,False
227249,3824,2987,4,965940852,M,25,17,32308,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
755092,796,2132,3,977755058,M,50,6,98237,Who's Afraid of Virginia Woolf? (1966),Drama,False
390934,3709,2699,2,966276114,M,25,12,89502,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
954579,3422,544,1,967362238,M,25,5,43221,Striking Distance (1993),Action,False
914380,4169,2212,4,966700317,M,50,0,66048,"Man Who Knew Too Much, The (1934)",Thriller,False
14218,3272,2398,4,971244110,M,35,0,08330,Miracle on 34th Street (1947),Drama,False
401768,2967,3452,2,971110787,M,25,0,94110,Romeo Must Die (2000),Action|Romance,False
754751,4471,3361,4,965762974,M,25,6,94108,Bull Durham (1988),Comedy,False
509301,3463,2000,2,967174652,M,25,15,80301,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
248199,2507,6,4,974079956,M,25,4,94107,Heat (1995),Action|Crime|Thriller,False
686445,2997,1242,5,970684410,F,35,16,45238,Glory (1989),Action|Drama|War,False
489999,2809,858,5,993250933,M,25,7,10016,"Godfather, The (1972)",Action|Crime|Drama,False
841938,319,1081,3,976421969,F,50,6,33436,Victor/Victoria (1982),Comedy|Musical,False
915478,2478,929,3,974328721,M,50,1,37922,Foreign Correspondent (1940),Thriller,False
682402,5070,3698,4,962468756,M,25,2,55344,"Running Man, The (1987)",Action|Adventure|Sci-Fi,False
477773,5103,1377,4,962409734,F,35,16,78222,Batman Returns (1992),Action|Adventure|Comedy|Crime,False
999906,1877,3288,1,977432537,F,45,20,90069,Cotton Mary (1999),Drama,False
415354,2523,778,5,974065287,M,25,17,49423,Trainspotting (1996),Drama,False
161984,1390,1096,3,1018907775,M,35,16,99352,Sophie's Choice (1982),Drama,False
487444,5090,926,5,962821948,F,35,19,75069,All About Eve (1950),Drama,False
911421,1161,3910,5,974861975,M,25,0,10025,Dancer in the Dark (2000),Drama|Musical,False
848830,4126,1480,2,973570707,M,25,17,53188,Smilla's Sense of Snow (1997),Action|Drama|Thriller,False
936962,531,12,2,994345257,F,18,14,22206,Dracula: Dead and Loving It (1995),Comedy|Horror,False
